SL Source #1,SEQID,Module,Primary Target,Exposure (s),RA,DEC,PA,,In old sheet?,Notes,,,,,
,30302012004,B,Her_X1,27027.2517,254.48,35.3641,164.6852,2,N,"PSF bleed, no SL",,,,,
,30302012004,B,Her_X1,27027.2517,254.48,35.3641,164.6852,2,N,"PSF bleed, no SL",,,,,
,30361001002,B,SXP_59d0,69564.6098,13.70,-72.4281,72.2692,0,N,Multiple point sources,,,,,
,30361001002,B,SXP_59d0,69564.6098,13.70,-72.4281,72.2692,0,N,Multiple point sources,,,,,
,30361003002,A,SwiftJ005139d2m721704,74469.5982,12.94,-72.3155,280.8401,0,N,"Odd one, second source?",,,,,
,30361003002,B,SwiftJ005139d2m721704,74469.5982,12.94,-72.3155,280.8401,0,N,Second point source,,,,,
,30361003002,B,SwiftJ005139d2m721704,74469.5982,12.94,-72.3155,280.8401,0,N,Second point source,,,,,
,30361003004,A,SwiftJ005139d2m721704,38248.3004,12.93,-72.3134,288.6116,0,N,"Odd one, second source?",,,,,
,30361003004,B,SwiftJ005139d2m721704,38248.3004,12.93,-72.3134,288.6116,1,N,Second point source,,,,,
,30361003004,B,SwiftJ005139d2m721704,38248.3004,12.93,-72.3134,288.6116,1,N,Second point source,,,,,
,30361003006,A,SwiftJ005139d2m721704,73170.2,12.92,-72.3165,291.3557,1,N,Multiple point sources,,,,,
,30363002002,A,4U_0614p09,19888.1953,94.31,9.1553,184.8672,2,N,"PSF bleed, no SL",,,,,
,30363002002,B,4U_0614p09,19888.1953,94.31,9.1553,184.8672,2,N,"PSF bleed, no SL",,,,,
,30363002002,B,4U_0614p09,19888.1953,94.31,9.1553,184.8672,2,N,"PSF bleed, no SL",,,,,
,30363003002,A,4U_1735m44,17624.8318,264.72,-44.4937,320.6972,1,N,PSF bleed,,,,,
,30363003002,B,4U_1735m44,17624.8318,264.72,-44.4937,320.6972,0,N,"PSF bleed, no SL",,,,,
,30363003002,B,4U_1735m44,17624.8318,264.72,-44.4937,320.6972,0,N,"PSF bleed, no SL",,,,,
,30363004002,A,4U_1746m37,19882.1267,267.59,-37.0298,145.3643,2,Y,"PSF bleed, no SL",,,,,
,30363005002,A,4U_1702m43,21697.6688,256.52,-43.0548,335.4653,1,Y,"PSF bleed, SL on FPMB",,,,,
,30401013002,A,Circinus_X1,53049.1316,230.23,-57.1918,250.5199,2,N,"PSF bleed, no SL",,,,,
,30401013002,B,Circinus_X1,53049.1316,230.23,-57.1918,250.5199,1,N,"PSF bleed, no SL",,,,,
,30401013002,B,Circinus_X1,53049.1316,230.23,-57.1918,250.5199,1,N,"PSF bleed, no SL",,,,,
,30401014002,A,4U_1636m536,91865.0047,250.29,-53.7342,196.256,2,N,"PSF bleed, no SL",,,,,
,30401014002,B,4U_1636m536,91865.0047,250.29,-53.7342,196.256,1,N,"PSF bleed, no SL",,,,,
,30401014002,B,4U_1636m536,91865.0047,250.29,-53.7342,196.256,1,N,"PSF bleed, no SL",,,,,
,30401015002,B,GX_9p9,30232.0003,262.95,-16.912,150.7914,1,N,PSF Bleed,,,,,
,30401015002,B,GX_9p9,30232.0003,262.95,-16.912,150.7914,1,N,PSF Bleed,,,,,
,30401020002,A,4U_1728m34,18634.4275,262.97,-33.8641,334.849,2,N,PSF bleed,,,,,
,30401020002,B,4U_1728m34,18634.4275,262.97,-33.8641,334.849,2,N,PSF bleed,,,,,
,30401020002,B,4U_1728m34,18634.4275,262.97,-33.8641,334.849,2,N,PSF bleed,,,,,
,30401020004,A,4U_1728m34,23590.9225,262.97,-33.8613,335.8931,1,N ,PSF bleed,,,,,
,30401020004,B,4U_1728m34,23590.9225,262.97,-33.8613,335.8931,2,N,PSF bleed,,,,,
,30401020004,B,4U_1728m34,23590.9225,262.97,-33.8613,335.8931,2,N,PSF bleed,,,,,
,30401020006,A,4U_1728m34,20940.8716,254.48,-33.8631,337.5825,0,N,"PSD Bleed, no SL",,,,,
,30401020006,B,4U_1728m34,20940.8716,262.97,-33.8631,337.5825,2,N,"PSF bleed, no SL",,,,,
,30401020006,B,4U_1728m34,20940.8716,262.97,-33.8631,337.5825,2,N,"PSF bleed, no SL",,,,,
,30401020008,A,4U_1728m34,19172.344,262.97,-33.8598,338.8063,0,N,"PSD Bleed, no SL",,,,,
,30401020008,B,4U_1728m34,19172.344,262.97,-33.8598,338.8063,1,Y,"PSF bleed, no SL",,,,,
,30401020008,B,4U_1728m34,19172.344,262.97,-33.8598,338.8063,1,Y,"PSF bleed, no SL",,,,,
,30401020010,B,4U_1728m34,18147.3161,262.96,-33.8658,339.4602,2,N,"PSF bleed, no SL",,,,,
,30401020010,B,4U_1728m34,18147.3161,262.96,-33.8658,339.4602,2,N,"PSF bleed, no SL",,,,,
,30401020012,A,4U_1728m34,19359.7052,262.97,-33.8616,340.77,0,N,"PSD Bleed, no SL",,,,,
,30401020012,B,4U_1728m34,19359.7052,262.97,-33.8616,340.77,2,N,"PSF bleed, no SL",,,,,
,30401020012,B,4U_1728m34,19359.7052,262.97,-33.8616,340.77,2,N,"PSF bleed, no SL",,,,,
,30401023002,A,1RXS_J170849d0m40091,93500.8764,257.17,-40.1776,335.8104,1,N,"Multiple, strong SL, unclear which",,,,,
,30401033002,A,X_Persei,58337.7578,58.82,31.0089,335.9278,2,N,"PSF bleed, no SL",,,,,
,30401033002,B,X_Persei,58337.7578,58.82,31.0089,335.9278,2,N,PSF bleed,,,,,
,30401033002,B,X_Persei,58337.7578,58.82,31.0089,335.9278,2,N,PSF bleed,,,,,
,30401036002,A,PSR_J1747m2958,40444.4708,266.80,-30.0024,327.987,0,N,Multiple point sources,,,,,
,30401036002,B,PSR_J1747m2958,40444.4708,266.80,-30.0024,327.987,0,N,Multiple point sources,,,,,
,30401036002,B,PSR_J1747m2958,40444.4708,266.80,-30.0024,327.987,0,N,Multiple point sources,,,,,
,30402009002,A,Her_X1,28212.5582,254.43,35.3063,329.5827,1,N,PSF bleed,,,,,
,30402009002,B,Her_X1,28212.5582,254.43,35.3063,329.5827,0,N,"PSF bleed, no SL",,,,,
,30402009002,B,Her_X1,28212.5582,254.43,35.3063,329.5827,0,N,"PSF bleed, no SL",,,,,
,30402009004,A,Her_X1,27136.8969,254.41,35.3463,46.2955,1,N,Extended source,,,,,
,30402009004,B,Her_X1,27136.8969,254.41,35.3463,46.2955,1,N,"PSF bleed, no SL",,,,,
,30402009004,B,Her_X1,27136.8969,254.41,35.3463,46.2955,1,N,"PSF bleed, no SL",,,,,
,30402011004,A,4U_1957p11,33523.2286,299.88,11.7278,166.2315,2,N,"PSF bleed, no SL",,,,,
,30402011004,B,4U_1957p11,33523.2286,299.88,11.7278,166.2315,1,N,"PSF bleed, No SL",,,,,
,30402011004,B,4U_1957p11,33523.2286,299.88,11.7278,166.2315,1,N,"PSF bleed, No SL",,,,,
,30402011006,A,4U_1957p11,37021.5949,299.85,11.7427,130.5412,2,N,"PSF bleed, no SL",,,,,
,30402011006,B,4U_1957p11,37021.5949,299.85,11.7427,130.5412,2,N,"PSF bleed, no SL",,,,,
,30402011006,B,4U_1957p11,37021.5949,299.85,11.7427,130.5412,2,N,"PSF bleed, no SL",,,,,
,30402034002,A,Her_X1,18224.723,254.49,35.3651,179.185,2,N,"PSF bleed, no SL",,,,,
,30402034002,B,Her_X1,18224.723,254.49,35.3651,179.185,0,N,"PSF bleed, no SL",,,,,
,30402034002,B,Her_X1,18224.723,254.49,35.3651,179.185,0,N,"PSF bleed, no SL",,,,,
,30402034008,A,Her_X1,16687.1911,254.48,35.3817,151.1935,2,N,"PSF bleed, no SL",,,,,
,30402034008,B,Her_X1,16687.1911,254.48,35.3817,151.1935,2,N,"PSF bleed, no SL",,,,,
,30402034008,B,Her_X1,16687.1911,254.48,35.3817,151.1935,2,N,"PSF bleed, no SL",,,,,
,30402035004,A,LMC_X3,30655.1595,84.68,-64.0968,7.2726,1,N,"PSF bleed, no SL",,,,,
,30402035006,A,LMC_X3,23105.8773,84.66,-64.079,42.9816,0,N,"PSF bleed, no SL",,,,,
,30402035006,B,LMC_X3,23105.8773,84.66,-64.079,42.9816,0,N,Maybe faint SL?,,,,,
,30402035006,B,LMC_X3,23105.8773,84.66,-64.079,42.9816,0,N,Maybe faint SL?,,,,,
,30402035008,A,LMC_X3,31906.3348,84.69,-64.0676,69.4115,2,N,"PSF bleed, no SL",,,,,
,30410001002,A,CYG_OB2_8A_POS1,50643.848,308.29,41.3047,34.4216,1,Y,Multiple point sources,,,,,
,30501003002,A,Vela_X1,40374.7865,135.50,-40.5825,344.1684,2,N,PSF bleed,,,,,
,30501003002,B,Vela_X1,40374.7865,135.50,-40.5825,344.1684,2,N,PSF bleed,,,,,
,30501003002,B,Vela_X1,40374.7865,135.50,-40.5825,344.1684,2,N,PSF bleed,,,,,
,30502007002,A,4U_1957p11,20734.6226,299.86,11.7379,138.8075,1,N,"PSF bleed, no SL",,,,,
,30502007004,A,4U_1957p11,20053.2986,299.84,11.7365,118.1036,0,N,"PSF bleed, no SL",,,,,
,30502007004,B,4U_1957p11,20053.2986,299.84,11.7365,118.1036,0,N,PSF bleed,,,,,
,30502007004,B,4U_1957p11,20053.2986,299.84,11.7365,118.1036,0,N,PSF bleed,,,,,
,30502007006,A,4U_1957p11,18366.803,299.82,11.7251,67.5856,2,N,"PSF bleed, no SL",,,,,
,30502007006,B,4U_1957p11,18366.803,299.82,11.7251,67.5856,1,N,"PSF bleed, no SL",,,,,
,30502007006,B,4U_1957p11,18366.803,299.82,11.7251,67.5856,1,N,"PSF bleed, no SL",,,,,
,30502007008,A,4U_1957p11,10108.7577,299.81,11.6796,351.2259,1,N ,"PSF bleed, no SL",,,,,
,30502007008,B,4U_1957p11,10108.7577,299.81,11.6796,351.2259,2,N,"PSF bleed, no SL",,,,,
,30502007008,B,4U_1957p11,10108.7577,299.81,11.6796,351.2259,2,N,"PSF bleed, no SL",,,,,
,30502007010,A,4U_1957p11,19641.2404,299.84,11.6764,325.356,1,N,"PSF bleed, no SL",,,,,
,30502007010,B,4U_1957p11,19641.2404,299.84,11.6764,325.356,1,N,PSF bleed,,,,,
,30502007010,B,4U_1957p11,19641.2404,299.84,11.6764,325.356,1,N,PSF bleed,,,,,
,30502007012,A,4U_1957p11,20532.2117,299.85,11.6764,301.6597,1,N,"PSF bleed, no SL",,,,,
,30502008002,A,GRS_1915p105,25743.0725,288.79,10.9837,124.1128,0,Y,"PSF bleed, no SL",,,,,
,30502008002,B,GRS_1915p105,25743.0725,288.79,10.9837,124.1128,0,Y,PSF bleed,,,,,
,30502008002,B,GRS_1915p105,25743.0725,288.79,10.9837,124.1128,0,Y,PSF bleed,,,,,
,30502008004,A,GRS_1915p105,23242.5828,288.76,10.9375,27.9126,0,N,"PSF bleed, no SL",,,,,
,40001019002,A,Cas_A,293673.6108,350.84,58.822,84.2585,0,N,"Extended source, no SL",,,,,
,40001019002,B,Cas_A,293673.6108,350.84,58.822,84.2585,2,Y,"Extended source, no SL",,,,,
,40001019002,B,Cas_A,293673.6108,350.84,58.822,84.2585,2,Y,"Extended source, no SL",,,,,
,40020001002,A,Tycho,338742.5462,6.38,64.1044,222.9463,1,Y,"Extended source, no SL",,,,,
,40020001002,B,Tycho,338742.5462,6.38,64.1044,222.9463,1,N,"Extended source, no SL",,,,,
,40020001002,B,Tycho,338742.5462,6.38,64.1044,222.9463,1,N,"Extended source, no SL",,,,,
,40020001004,A,Tycho,262129.9287,6.40,64.1485,124.2014,0,N,"Extended source, no SL",,,,,
,40020001004,B,Tycho,262129.9287,6.40,64.1485,124.2014,1,Y,"Extended, no SL",,,,,
,40020001004,B,Tycho,262129.9287,6.40,64.1485,124.2014,1,Y,"Extended, no SL",,,,,
,40020011002,A,Tycho_MOS01,146751.6063,6.36,64.1161,169.0556,0,N,Extended source,,,,,
,40020011002,B,Tycho_MOS01,146751.6063,6.36,64.1161,169.0556,1,Y,"Extended, no SL",,,,,
,40020011002,B,Tycho_MOS01,146751.6063,6.36,64.1161,169.0556,1,Y,"Extended, no SL",,,,,
,40021001002,A,Cas_A_MOS1,189677.6606,350.78,58.8474,75.6789,0,N,"Extended source, no SL",,,,,
,40021001002,B,Cas_A_MOS1,189677.6606,350.78,58.8474,75.6789,0,Y,"Extended source, no SL",,,,,
,40021001002,B,Cas_A_MOS1,189677.6606,350.78,58.8474,75.6789,0,Y,"Extended source, no SL",,,,,
,40021001004,A,Cas_A_MOS1,29155.0142,350.71,58.7889,32.9655,0,N,"Extended source, no SL",,,,,
,40021001004,B,Cas_A_MOS1,29155.0142,350.71,58.7889,32.9655,0,Y,"Extended source, no SL",,,,,
,40021001004,B,Cas_A_MOS1,29155.0142,350.71,58.7889,32.9655,0,Y,"Extended source, no SL",,,,,
,40021001005,A,Cas_A_MOS1,227773.6114,350.76,58.8094,32.9876,0,N,"Extended source, no SL",,,,,
,40021001005,B,Cas_A_MOS1,227773.6114,350.76,58.8094,32.9876,0,Y,"Extended source, no SL",,,,,
,40021001005,B,Cas_A_MOS1,227773.6114,350.76,58.8094,32.9876,0,Y,"Extended source, no SL",,,,,
,40021002002,A,Cas_A_MOS2,288404.9947,350.81,58.8114,338.2514,0,N,"Extended source, no SL",,,,,
,40021002002,B,Cas_A_MOS2,288404.9947,350.81,58.8114,338.2514,2,Y,"Extended source, no SL",,,,,
,40021002002,B,Cas_A_MOS2,288404.9947,350.81,58.8114,338.2514,2,Y,"Extended source, no SL",,,,,
,40021002004,A,Cas_A_MOS2,6539.2364,350.91,58.7923,248.7168,0,N,"Extended source, no SL",,,,,
,40021002004,B,Cas_A_MOS2,6539.2364,350.91,58.7923,248.7168,1,Y,"Extended, no SL",,,,,
,40021002004,B,Cas_A_MOS2,6539.2364,350.91,58.7923,248.7168,1,Y,"Extended, no SL",,,,,
,40021002006,A,Cas_A_MOS2,159093.2202,350.92,58.785,248.6956,0,N,"Extended source, no SL",,,,,
,40021002006,B,Cas_A_MOS2,159093.2202,350.92,58.785,248.6956,1,Y,"Extended, no SL",,,,,
,40021002006,B,Cas_A_MOS2,159093.2202,350.92,58.785,248.6956,1,Y,"Extended, no SL",,,,,
,40021002008,A,Cas_A_MOS2,225932.51,350.92,58.7808,248.7379,0,N,"Extended source, no SL",,,,,
,40021002008,B,Cas_A_MOS2,225932.51,350.92,58.7808,248.7379,1,Y,"Extended, no SL",,,,,
,40021002008,B,Cas_A_MOS2,225932.51,350.92,58.7808,248.7379,1,Y,"Extended, no SL",,,,,
,40021002010,A,Cas_A_MOS2,16401.4198,350.91,58.7843,248.7254,0,N,"Extended source, no SL",,,,,
,40021002010,B,Cas_A_MOS2,16401.4198,350.91,58.7843,248.7254,1,Y,"Extended, no SL",,,,,
,40021002010,B,Cas_A_MOS2,16401.4198,350.91,58.7843,248.7254,1,Y,"Extended, no SL",,,,,
,40021003002,A,Cas_A_MOS3,12997.8887,350.94,58.8423,151.2004,0,N,"Extended source, no SL",,,,,
,40021003002,B,Cas_A_MOS3,12997.8887,350.94,58.8423,151.2004,0,Y,"Extended source, no SL",,,,,
,40021003002,B,Cas_A_MOS3,12997.8887,350.94,58.8423,151.2004,0,Y,"Extended source, no SL",,,,,
,40021003003,A,Cas_A_MOS3,233253.7978,350.92,58.8316,151.1736,0,N,"Extended source, no SL",,,,,
,40021003003,B,Cas_A_MOS3,233253.7978,350.92,58.8316,151.1736,0,Y,"Extended source, no SL",,,,,
,40021003003,B,Cas_A_MOS3,233253.7978,350.92,58.8316,151.1736,0,Y,"Extended source, no SL",,,,,
,40021011002,A,Cas_A_Ti1,245844.6137,350.87,58.8246,6.7503,2,N,"Extended source, no SL",,,,,
,40021011002,B,Cas_A_Ti1,245844.6137,350.87,58.8246,6.7503,1,N,Extended source,,,,,
,40021011002,B,Cas_A_Ti1,245844.6137,350.87,58.8246,6.7503,1,N,Extended source,,,,,
,40021012002,A,Cas_A_Ti2,238849.5534,350.80,58.7984,335.162,0,N,Extended source,,,,,
,40021012002,B,Cas_A_Ti2,238849.5534,350.80,58.7984,335.162,0,Y,"Extended, no SL",,,,,
,40021012002,B,Cas_A_Ti2,238849.5534,350.80,58.7984,335.162,0,Y,"Extended, no SL",,,,,
,40021015002,A,Cas_A_Ti5,85607.4662,350.87,58.7896,312.2686,1,N,"Extended source, no SL",,,,,
,40021015002,B,Cas_A_Ti5,85607.4662,350.87,58.7896,312.2686,1,N,Extended source,,,,,
,40021015002,B,Cas_A_Ti5,85607.4662,350.87,58.7896,312.2686,1,N,Extended source,,,,,
,40021015003,A,Cas_A_Ti5,160222.8685,350.86,58.8135,312.1908,1,N,"Extended source, no SL",,,,,
,40021015003,B,Cas_A_Ti5,160222.8685,350.86,58.8135,312.1908,1,N,Extended source,,,,,
,40021015003,B,Cas_A_Ti5,160222.8685,350.86,58.8135,312.1908,1,N,Extended source,,,,,
,40024001002,A,PSR_B1509m58,33794.8069,228.42,-59.1324,347.7313,1,Y,"Extended source, no SL",,,,,
,40024001002,B,PSR_B1509m58,33794.8069,228.42,-59.1324,347.7313,0,N,"Extended source, no SL",,,,,
,40024001002,B,PSR_B1509m58,33794.8069,228.42,-59.1324,347.7313,0,N,"Extended source, no SL",,,,,
,40024002001,A,MSH_15m52_jet,42623.7169,228.54,-59.1964,286.6482,0,Y,"Extended source, no SL",,,,,
,40024002001,B,MSH_15m52_jet,42623.7169,228.54,-59.1964,286.6482,1,Y,"Extended source, no SL",,,,,
,40024002001,B,MSH_15m52_jet,42623.7169,228.54,-59.1964,286.6482,1,Y,"Extended source, no SL",,,,,
,40024003001,A,MSH_15m52_thumb,44350.8972,228.40,-59.1468,288.0478,0,N,Extended source,,,,,
,40024003001,B,MSH_15m52_thumb,44350.8972,228.40,-59.1468,288.0478,0,Y,"Extended, no SL",,,,,
,40024003001,B,MSH_15m52_thumb,44350.8972,228.40,-59.1468,288.0478,0,Y,"Extended, no SL",,,,,
,40024004002,A,MSH_15m52_finger,43326.4157,228.46,-59.1165,285.5575,2,N,"Extended source, no SL",,,,,
,40024004002,B,MSH_15m52_finger,43326.4157,228.46,-59.1165,285.5575,2,Y,"Extended source, no SL",,,,,
,40024004002,B,MSH_15m52_finger,43326.4157,228.46,-59.1165,285.5575,2,Y,"Extended source, no SL",,,,,
,40112002002,B,GCR_Block_A2,101216.783,266.16,-28.8126,159.8767,1,Y,No SL,,,,,
,40112002002,B,GCR_Block_A2,101216.783,266.16,-28.8126,159.8767,1,Y,No SL,,,,,
,50101004002,A,NuJ0944m0038,20422.8629,146.04,-0.6242,171.6841,2,N,Elevated background?,,,,,
,50101004002,B,NuJ0944m0038,20422.8629,146.04,-0.6242,171.6841,0,N,High background,,,,,
,50101004002,B,NuJ0944m0038,20422.8629,146.04,-0.6242,171.6841,0,N,High background,,,,,
,50201001002,A,SWIFT_J0042d6p4112,103137.9306,10.62,41.2057,304.9436,1,N,Second point source,,,,,
,50311002004,A,SMC_Deep_MOS02,76770.7966,12.68,-73.2817,161.7101,2,N,Second point source,,,,,
,50311002004,B,SMC_Deep_MOS02,76770.7966,12.68,-73.2817,161.7101,2,N,Multipel point sources,,,,,
,50311002004,B,SMC_Deep_MOS02,76770.7966,12.68,-73.2817,161.7101,2,N,Multipel point sources,,,,,
,50311002006,B,SMC_Deep_MOS02,29943.917,12.62,-73.2755,186.7485,0,N,Second point source,,,,,
,50311002006,B,SMC_Deep_MOS02,29943.917,12.62,-73.2755,186.7485,0,N,Second point source,,,,,
,50401006002,A,CXO_J095524d2p690957,88471.4218,148.97,69.1412,225.9025,0,N,Multiple point sources,,,,,
,50401006002,B,CXO_J095524d2p690957,88471.4218,148.97,69.1412,225.9025,0,N,Second point source,,,,,
,50401006002,B,CXO_J095524d2p690957,88471.4218,148.97,69.1412,225.9025,0,N,Second point source,,,,,
,50502002002,A,M87,28159.5073,187.68,12.3993,67.904,2,N,"Extended source, no SL",,,,,
,50502002002,B,M87,28159.5073,187.68,12.3993,67.904,0,N,"Extended source, no SL",,,,,
,50502002002,B,M87,28159.5073,187.68,12.3993,67.904,0,N,"Extended source, no SL",,,,,
,50502002004,A,M87,31576.2968,187.67,12.4024,62.4616,2,N,"Extended source, no SL",,,,,
,50502002004,B,M87,31576.2968,187.67,12.4024,62.4616,0,N,"Extended source, no SL",,,,,
,50502002004,B,M87,31576.2968,187.67,12.4024,62.4616,0,N,"Extended source, no SL",,,,,
,50502002006,A,M87,31636.3462,187.67,12.3823,55.3858,2,N,"Extended source, no SL",,,,,
,50502002006,B,M87,31636.3462,187.67,12.3823,55.3858,0,N,"Extended source, no SL",,,,,
,50502002006,B,M87,31636.3462,187.67,12.3823,55.3858,0,N,"Extended source, no SL",,,,,
,60001081002,A,Cen_A,51261.4297,201.32,-43.0179,4.0009,0,N,"PSF bleed, no SL",,,,,
,60001081002,B,Cen_A,51261.4297,201.32,-43.0179,4.0009,1,N,PSF bleed,,,,,
,60001081002,B,Cen_A,51261.4297,201.32,-43.0179,4.0009,1,N,PSF bleed,,,,,
,60001159004,A,PG2112p059,19642.1187,318.69,6.1153,17.3106,0,N,Elevated background?,,,,,
,60001159004,B,PG2112p059,19642.1187,318.69,6.1153,17.3106,2,N,High bgd?,,,,,
,60001159004,B,PG2112p059,19642.1187,318.69,6.1153,17.3106,2,N,High bgd?,,,,,
,60002023024,A,Mkn421,5757.5861,166.09,38.2193,22.6139,0,N,"PSF bleed, no SL",,,,,
,60002023025,A,Mkn421,57509.2861,166.09,38.2067,22.6162,2,N,"PSF bleed, no SL",,,,,
,60002023025,B,Mkn421,57509.2861,166.09,38.2067,22.6162,1,N,"PSF bleed, no SL",,,,,
,60002023025,B,Mkn421,57509.2861,166.09,38.2067,22.6162,1,N,"PSF bleed, no SL",,,,,
,60002023027,A,Mkn421,7630.0183,166.08,38.1942,22.6369,0,Y,"PSF bleed, no SL",,,,,
,60002023027,B,Mkn421,7630.0183,166.08,38.1942,22.6369,1,N,"PSF bleed, no SL",,,,,
,60002023027,B,Mkn421,7630.0183,166.08,38.1942,22.6369,1,N,"PSF bleed, no SL",,,,,
,60002023029,A,Mkn421,16510.0352,166.08,38.1937,22.6576,1,N,"PSF bleed, no SL",,,,,
,60002023029,B,Mkn421,16510.0352,166.08,38.1937,22.6576,2,N,"PSF bleed, no SL",,,,,
,60002023029,B,Mkn421,16510.0352,166.08,38.1937,22.6576,2,N,"PSF bleed, no SL",,,,,
,60002023031,A,Mkn421,15606.2557,166.08,38.1941,22.6847,2,N,PSF bleed,,,,,
,60002023031,B,Mkn421,15606.2557,166.08,38.1941,22.6847,1,N,"PSF bleed, no SL",,,,,
,60002023031,B,Mkn421,15606.2557,166.08,38.1941,22.6847,1,N,"PSF bleed, no SL",,,,,
,60002023033,A,Mkn421,17277.6725,166.08,38.1933,22.7021,1,N,"PSF bleed, no SL",,,,,
,60002023033,B,Mkn421,17277.6725,166.08,38.1933,22.7021,1,N,"PSF bleed, no SL",,,,,
,60002023033,B,Mkn421,17277.6725,166.08,38.1933,22.7021,1,N,"PSF bleed, no SL",,,,,
,60002023035,A,Mkn421,20279.4411,166.08,38.1935,21.7386,0,N,"PSF bleed, no SL",,,,,
,60002023035,B,Mkn421,20279.4411,166.08,38.1935,21.7386,0,N,PSF bleed,,,,,
,60002023035,B,Mkn421,20279.4411,166.08,38.1935,21.7386,0,N,PSF bleed,,,,,
,60002047002,B,1ES0229p200,16257.9666,38.19,20.2959,128.9662,1,N,Second point source,,,,,
,60002047002,B,1ES0229p200,16257.9666,38.19,20.2959,128.9662,1,N,Second point source,,,,,
,60061339002,A,2MASXJ09235371m3141305,21306.0763,140.95,-31.7408,332.171,0,N,Second source at edge of FoV,,,,,
,60061361002,A,NGC1275,19874.1397,49.93,41.5456,89.7972,1,Y,"Extended source, no SL",,,,,
,60061361002,B,NGC1275,19874.1397,49.93,41.5456,89.7972,1,Y,"Extended source, no SL",,,,,
,60061361002,B,NGC1275,19874.1397,49.93,41.5456,89.7972,1,Y,"Extended source, no SL",,,,,
,60101012002,B,ESO439_G009,23431.2131,171.87,-29.2522,177.8191,1,N,Second point source,,,,,
,60101012002,B,ESO439_G009,23431.2131,171.87,-29.2522,177.8191,1,N,Second point source,,,,,
,60160648002,B,2MASXJ16481523m3035037,20651.5659,252.09,-30.5648,166.2228,2,Y,High background,,,,,
,60160648002,B,2MASXJ16481523m3035037,20651.5659,252.09,-30.5648,166.2228,2,Y,High background,,,,,
,60201016002,A,M87,50342.355,187.72,12.416,159.1694,0,N,"Extended source, no SL",,,,,
,60201016002,B,M87,50342.355,187.72,12.416,159.1694,1,N,"Extended source, no SL",,,,,
,60201016002,B,M87,50342.355,187.72,12.416,159.1694,1,N,"Extended source, no SL",,,,,
,60301028002,A,IRAS_18325m5926,97789.8254,279.19,-59.433,318.7379,0,N,Elevated background?,,,,,
,60301028002,B,IRAS_18325m5926,97789.8254,279.19,-59.433,318.7379,1,N,High bgd?,,,,,
,60301028002,B,IRAS_18325m5926,97789.8254,279.19,-59.433,318.7379,1,N,High bgd?,,,,,
,60466002002,A,M87,21081.8383,187.68,12.3871,20.4343,2,N,"Extended source, no SL",,,,,
,60466002002,B,M87,21081.8383,187.68,12.3871,20.4343,2,N,"Extended source, no SL",,,,,
,60466002002,B,M87,21081.8383,187.68,12.3871,20.4343,2,N,"Extended source, no SL",,,,,
,60502010002,A,M87,23548.7297,187.67,12.4052,73.763,2,N,"Extended source, no SL",,,,,
,60502010002,B,M87,23548.7297,187.67,12.4052,73.763,0,N,"Extended source, no SL",,,,,
,60502010002,B,M87,23548.7297,187.67,12.4052,73.763,0,N,"Extended source, no SL",,,,,
,60502010004,A,M87,20898.847,187.68,12.4007,67.9736,1,N,"Extended source, no SL",,,,,
,60502010004,B,M87,20898.847,187.68,12.4007,67.9736,0,N,"Extended source, no SL",,,,,
,60502010004,B,M87,20898.847,187.68,12.4007,67.9736,0,N,"Extended source, no SL",,,,,
,70001000002,A,Coma_center,59954.0156,194.96,27.9575,5.3662,0,N,"Extended source, no SL",,,,,
,70001000002,B,Coma_center,59954.0156,194.96,27.9575,5.3662,1,N,"Extended source, no SL",,,,,
,70001000002,B,Coma_center,59954.0156,194.96,27.9575,5.3662,1,N,"Extended source, no SL",,,,,
,70001053002,A,Abell2256,102277.3364,255.97,78.6158,145.8203,2,N,"Extended source, no SL",,,,,
,70001054001,A,Abell2256_NW,9806.6156,255.91,78.7498,145.7831,0,N,"Extended source, no SL",,,,,
,70001054001,B,Abell2256_NW,9806.6156,255.91,78.7498,145.7831,0,N,"Extended source, no SL",,,,,
,70001054001,B,Abell2256_NW,9806.6156,255.91,78.7498,145.7831,0,N,"Extended source, no SL",,,,,
,70001054003,A,Abell2256_NW,31362.6688,255.91,78.7481,145.7896,0,N,"Extended source, no SL",,,,,
,70001054003,B,Abell2256_NW,31362.6688,255.91,78.7481,145.7896,0,N,"Extended source, no SL",,,,,
,70001054003,B,Abell2256_NW,31362.6688,255.91,78.7481,145.7896,0,N,"Extended source, no SL",,,,,
,70001054005,A,Abell2256_NW,62376.5312,255.82,78.7406,145.7981,0,N,"Extended source, no SL",,,,,
,70001054005,B,Abell2256_NW,62376.5312,255.82,78.7406,145.7981,0,N,"Extended source, no SL",,,,,
,70001054005,B,Abell2256_NW,62376.5312,255.82,78.7406,145.7981,0,N,"Extended source, no SL",,,,,
,70001060002,A,Abell2256_NW2,76940.6546,255.42,78.6901,99.9368,1,N,"Extended source, no SL",,,,,
,70001060002,B,Abell2256_NW2,76940.6546,255.42,78.6901,99.9368,1,N,"Extended source, no SL",,,,,
,70001060002,B,Abell2256_NW2,76940.6546,255.42,78.6901,99.9368,1,N,"Extended source, no SL",,,,,
,70023001002,A,Coma_MOS001,31996.6221,195.15,27.9226,189.1577,0,N,"Extended source, no SL",,,,,
